id,label,country,Lat ,Lon
BIN,Bamyan,Afghanistan,34.8,67.816667
BST,Lashkar Gah,Afghanistan,31.58299802,64.35999955
CCN,Chaghcharan,Afghanistan,34.5167011,65.25000063
DAZ,Darwaz,Afghanistan,38.466667,70.883333
FAH,Farah,Afghanistan,32.39172955,62.09681921
FBD,Faizabad,Afghanistan,26.75039431,82.17001257
GRG,Gardez,Afghanistan,33.616667,69.116667
GZI,Ghazni,Afghanistan,33.56331179,68.41782873
HEA,Herat,Afghanistan,34.33000917,62.16999304
IMZ,Nimroz,Afghanistan,31.1,61.933333
JAA,Jalalabad,Afghanistan,34.44152692,70.43610347
KBL,Kabul,Afghanistan,34.51669029,69.18326005
KDH,Kandahar,Afghanistan,31.61002016,65.69494584
KHT,Khost,Afghanistan,33.333333,69.95
KUR,Kuran-O-Munjan,Afghanistan,38.4,71.116667
KWH,Khwahan,Afghanistan,37.883333,70.2
LQN,Qala Nau,Afghanistan,34.95,63.666667
MMZ,Maimanah,Afghanistan,35.916667,64.733333
MZR,Mazar-e Sharif,Afghanistan,36.69999371,67.10002803
OAI,Bagram,Afghanistan,34.94,69.273
OAS,Sharana,Afghanistan,33.13,68.76
OAZ,Camp Bastion,Afghanistan,31.85,64.2
SBF,Sardeh Band,Afghanistan,33.297778,68.631667
SGA,Sheghnan,Afghanistan,38.033333,71.716667
TII,Tarin Kot,Afghanistan,32.628611,65.8775
TQN,Taluqan,Afghanistan,36.5,69.5
UND,Kunduz,Afghanistan,36.65,68.883333
URZ,Uruzgan,Afghanistan,32.9,66.616667
ZAJ,Zaranj,Afghanistan,31.11200108,61.88699752
TIA,Tirana,Albania,41.32754071,19.81888301
AAE,Annaba,Algeria,36.92000612,7.759980834
ALG,Algiers,Algeria,36.7630648,3.05055253
AZR,Adrar,Algeria,27.86999005,-0.289967083
BJA,Bejaia,Algeria,36.76037762,5.070015827
BLJ,Batna,Algeria,35.56995933,6.170000365
BMW,Bordj Mokhtar,Algeria,21.133333,1.066667
BSK,Biskra,Algeria,34.85997683,5.73002722
BUJ,Ain Eddis,Algeria,35.3325,4.206389
CBH,Bechar,Algeria,31.61110537,-2.230003704
CFK,Chlef,Algeria,36.17041363,1.319960489
CZL,Constantine,Algeria,36.35998863,6.599948281
DJG,Djanet,Algeria,24.5529057,9.482252969
EBH,El Bayadh,Algeria,33.6903583,1.009953571
ELG,El Golea,Algeria,30.56662132,2.883327595
ELU,El Oued,Algeria,33.37040367,6.859984089
GHA,Ghardaia,Algeria,32.48999229,3.669997923
GJL,Jijel,Algeria,36.82199703,5.76600356
HME,Hassi Messaoud,Algeria,31.70234011,6.054451862
IAM,In Amenas,Algeria,28.051667,9.642778
INF,Newark Liberty International,Algeria,19.566667,5.75
INZ,In Salah,Algeria,27.25,2.516667
KDF,Kouba,Algeria,7.8,15.65
MQV,Mostaganem,Algeria,35.940376,0.089983885
MUW,Mascara,Algeria,35.40040895,0.14003251
MZW,Mecheria,Algeria,33.55,-0.283333
OGX,Ouargla,Algeria,31.96997235,5.340025186
ORN,Oran,Algeria,35.616667,-0.616667
QSF,Setif,Algeria,36.18002545,5.399969847
SKI,Skikda,Algeria,36.88042198,6.899981647
TAF,Tafaraoui,Algeria,35.716667,-0.716667
TEE,Tebessa,Algeria,35.41043418,8.120010537
TGR,Touggourt,Algeria,33.0999809,6.05998124
TID,Tiaret,Algeria,28.0,-2.0
TIN,Tindouf,Algeria,27.67418805,-8.147782025
TLM,Tlemcen,Algeria,34.878333,-1.315
TMR,Tamanrasset,Algeria,22.78500327,5.522804727
TMX,Timimoun,Algeria,29.23652163,0.269998737
VVZ,Illizi,Algeria,26.48335634,8.466604369
FTI,Fitiuta,American Samoa,-14.216667,-169.45
OFU,Ofu,American Samoa,-14.183333,-169.7
PPG,Pago Pago,American Samoa,-14.2766105,-170.7066451
TAV,Tau,American Samoa,-14.229167,-169.511111
ALV,Andorra La Vella H/P,Andorra,42.5,1.516667
AAZ,Ambriz,Angola,-7.85498696,13.12502803
ANL,Andulo,Angola,-11.5,16.75
BUG,Gen V Deslandes,Angola,-12.608889,13.403611
CAB,Cabinda,Angola,-5.55962319,12.18999467
CAV,Cazombo,Angola,-11.88957273,22.90003861
CBT,Catumbela,Angola,-12.483333,13.483333
CEO,Waco Kungo,Angola,-13.333333,14.5
CFF,Cafunfo,Angola,-8.766667,18.0
CNZ,Cangamba,Angola,-13.69959145,19.86001745
CTI,Cuito Cuanavale,Angola,-15.166667,19.166667
DRC,Dirico,Angola,-17.966667,20.783333
DUE,Dundo,Angola,-7.380028871,20.82998409
GGC,Lumbala,Angola,-14.116667,21.433333
GXG,Negage,Angola,-7.516667,15.833333
JMB,Jamba,Angola,-14.700278,16.083333
KNP,Capanda,Angola,-9.766944,15.450278
LAD,Luanda,Angola,-8.838286114,13.23442704
LBZ,Lukapa,Angola,-8.416667,20.75
LUO,Luena,Angola,-11.79004393,19.90001501
LZM,Luzamba,Angola,-4.966667,23.45
MEG,Malange,Angola,-9.533333,16.333333
MSZ,Namibe,Angola,-15.19004311,12.16002234
NDD,Sumbe,Angola,-11.21002765,13.8499967
NDF,Ndalatandos,Angola,-13.783333,16.716667
NGV,Ngiva,Angola,23.076111,34.374444
NOV,Huambo,Angola,-12.74998533,15.76000932
PBN,Porto Amboim,Angola,-10.7,13.75
PGI,Chitato,Angola,-7.35,20.95
SDD,Lubango,Angola,-14.91000853,13.49001868
SPP,Menongue,Angola,-14.66661253,17.69999426
SVP,Kuito,Angola,-12.38003375,16.93998897
SZA,Soyo,Angola,-6.129614239,12.36998368
UAL,Luau,Angola,-10.7095414,22.23000199
UGO,Uige,Angola,-7.620014222,15.04997514
VHC,Saurimo,Angola,-9.659579652,20.39001094
VPE,Ondjiva,Angola,-17.06961831,15.73003699
XGN,Xangongo,Angola,-16.74002602,14.96998002
AXA,Anguilla,"Anguilla, Leeward Islands",18.204722,-63.055
TNM,Teniente R. Marsh Martin,Antarctica,62.190833,-58.986667
BBQ,Barbuda,Antigua and Barbuda,17.6,-61.783333
ANU,Antigua,"Antigua and Barbuda, Leeward Islands",17.136667,-61.792778
AEP,Buenos Aires,Argentina,-34.559167,-58.415556
AFA,San Rafael,Argentina,-16.77950682,-60.6799502
AOL,Paso De Los Libres,Argentina,-29.683333,-57.15
APZ,Zapala,Argentina,-38.90001707,-70.06666406
ARR,Alto Rio Senguerr,Argentina,-45.166667,-71.0
BHI,Bahia Blanca,Argentina,-38.74002684,-62.2650214
BRC,San Carlos Bariloche,Argentina,-41.133333,-71.166667
CCT,Colonia Catriel,Argentina,-37.85,-67.866667
CLX,Clorinda,Argentina,-25.333333,-57.666667
CNQ,Camba Punta,Argentina,-27.45,-58.766667
CNT,Charata,Argentina,-27.21628579,-61.19999597
COR,Cordoba (AR),Argentina,-31.4,-64.2
CPC,San Martin los Andes,Argentina,-40.083333,-71.133333
CPG,Carmen De Patagones,Argentina,-40.8,-62.983333
CRD,Comodoro Rivadavia,Argentina,-45.87003091,-67.49999903
CRR,Ceres,Argentina,-15.30331785,-49.60519983
CSZ,Brigadier Hector Ruiz,Argentina,-37.466667,-61.916667
CTC,Catamarca,Argentina,-28.47000771,-65.78000065
CUT,Cutral,Argentina,-38.966667,-69.25
CVH,Caviahue,Argentina,-37.916667,-71.013889
CVI,Caleta Olivia,Argentina,-46.433333,-67.516667
EHL,El Bolson,Argentina,-41.966667,-71.516667
ELO,Eldorado,Argentina,-26.20001707,-54.59998539
EMX,El Maiten,Argentina,-42.05000568,-71.16662276
EPA,El Palomar,Argentina,-28.083333,-64.283333
EQS,Esquel,Argentina,-42.90003131,-71.31661361
EZE,Buenos Aires,Argentina,-34.822222,-58.535833
FMA,Formosa,Argentina,-15.53947915,-47.33998926
FTE,El Calafate,Argentina,-50.33332436,-72.30001612
GGS,Gobernador Gregores,Argentina,-48.76659829,-70.25001205
GHU,Gualeguaychu,Argentina,-33.02001422,-58.52000452
GNR,General Roca,Argentina,-39.01995807,-67.60996647
GPO,General Pico,Argentina,-35.65959471,-63.77001998
IGB,Ingeniero Jacobacci,Argentina,-41.30002562,-69.58330855
IGR,Iguazu,Argentina,-25.583333,-54.333333
ING,Lago Argentino,Argentina,-50.333333,-72.25
IRJ,La Rioja,Argentina,-29.40995034,-66.84996118
JNI,Junin,Argentina,-34.58456989,-60.95887374
JSM,Jose De San Martin,Argentina,-44.033333,-70.466667
JUJ,Jujuy,Argentina,-24.233333,-65.266667
LCM,La Cumbre,Argentina,-31.0,-64.533333
LCP,Loncopue,Argentina,-38.066667,-70.616667
LGS,Malargue,Argentina,-35.46611815,-69.58330855
LHS,Las Heras,Argentina,-32.82503904,-68.80167668
LLS,Las Lomitas,Argentina,-24.69959186,-60.60000676
LMD,Los Menucos,Argentina,-40.833333,-68.133333
LPG,La Plata,Argentina,-34.90961465,-57.95996118
LUQ,San Luis,Argentina,-33.3,-66.3
MCS,Monte Caseros,Argentina,-30.266667,-57.633333
MDQ,Mar del Plata,Argentina,-38.00002033,-57.57998438
MDX,Mercedes,Argentina,-33.25953449,-58.02998275
MDZ,Mendoza,Argentina,-32.88333006,-68.81661117
MJR,Miramar,Argentina,-38.216667,-57.866667
MQD,Maquinchao,Argentina,-41.25,-68.733333
NCJ,Sunchales,Argentina,-30.93290648,-61.56661442
NEC,Necochea,Argentina,-38.55998615,-58.74999048
NQN,Neuquen,Argentina,-38.95003986,-68.05999068
OES,San Antonio Oeste,Argentina,-40.73287677,-64.93328231
OLN,Colonia Sarmiento,Argentina,-45.583333,-69.0
ORA,Oran,Argentina,-23.1,-64.3
OVR,Olavarria,Argentina,-36.90003579,-60.3299974
OYA,Goya,Argentina,-29.13999266,-59.26998458
PEH,Pehuajo,Argentina,-35.8,-61.883333
PMQ,Perito Moreno,Argentina,-46.60001219,-70.93335535
PMY,Puerto Madryn,Argentina,-42.77001341,-65.04001998
PRA,Parana,Argentina,-31.73332273,-60.53334416
PRQ,Pres. Roque Saenz Pena,Argentina,-26.766667,-60.266667
PSS,Posadas,Argentina,-27.3578321,-55.88510735
PUD,Puerto Deseado,Argentina,-47.75001951,-65.89996749
RCQ,Reconquista,Argentina,-29.13952757,-59.65001306
RCU,Rio Cuarto,Argentina,-33.13003335,-64.34998458
REL,Trelew,Argentina,-43.25003579,-65.3299506
RES,Resistencia,Argentina,-27.45999184,-58.99002751
RGA,Rio Grande (AR),Argentina,-53.783333,-67.766667
RGL,Rio Gallegos,Argentina,-51.63329669,-69.21658675
RHD,Termas de Rio Hondo,Argentina,-27.466667,-64.916667
RLO,Merlo,Argentina,-32.35,-65.033333
ROS,Rosario (AR),Argentina,-2.940041485,-44.26002222
ROY,Rio Mayo,Argentina,-45.719444,-70.251389
RSA,Santa Rosa (AR),Argentina,-36.616667,-64.283333
RYO,Rio Turbio,Argentina,-51.6,-72.216667
SDE,Santiago del Estero,Argentina,-27.78333128,-64.26665633
SFN,Santa Fe (AR),Argentina,-31.716667,-60.816667
SGV,Sierra Grande,Argentina,-41.5,-65.35
SLA,Salta,Argentina,-24.78335936,-65.41663782
SST,Santa Teresita,Argentina,-35.266667,-59.633333
SZQ,Saenz Pena,Argentina,-34.616667,-58.533333
TDL,Tandil,Argentina,-37.32001015,-59.15004358
TTG,Tartagal,Argentina,-22.55000731,-63.81001754
TUC,Tucuman,Argentina,-26.816667,-65.216667
UAQ,San Juan (AR),Argentina,-31.5,-68.5
USH,Ushuaia,Argentina,-54.79000324,-68.31000126
UZU,Curuzu Cuatia,Argentina,-29.783333,-58.016667
VCF,Valcheta,Argentina,-40.7,-66.15
VDM,Viedma,Argentina,-40.79995278,-63.0000153
VDR,Villa Dolores,Argentina,-31.95,-65.15
VGS,General Villegas,Argentina,-35.033333,-63.016667
VLG,Villa Gesell,Argentina,-38.016667,-57.583333
VME,Villa Mercedes,Argentina,-33.633333,-65.416667
EVN,Yerevan,Armenia,40.18115074,44.51355139
LWN,Gyumri,Armenia,40.78943402,43.84749385
AUA,Aruba,Aruba,12.5,-70.016667
AAB,Arrabury,Australia,-26.75,141.0
ABG,Abingdon,Australia,-17.666667,143.2
ABH,Alpha,Australia,-23.7,146.583333
ABM,Bamaga,Australia,-10.950833,142.459444
ABX,Albury,Australia,-36.06003538,146.9200138
ADL,Adelaide,Australia,-34.945,138.530556
ADO,Andamooka,Australia,-30.43097329,137.1655704
AGW,Agnew,Australia,-12.15,142.15
AGY,Argyle Downs,Australia,-16.35,128.75
ALH,Albany,Australia,-35.0,117.9
AMT,Amata,Australia,-26.2,131.116667
AMX,Ammaroo,Australia,-21.74,135.24
ANZ,Angus Downs,Australia,-25.083333,132.166667
ARM,Armidale,Australia,-30.51231199,151.667476
ARY,Ararat,Australia,-37.27954751,142.9099743
ASP,Alice Springs,Australia,-23.8,133.883333
AUD,Augustus Downs,Australia,-18.666667,139.933333
AUU,Aurukun,Australia,-13.353889,141.720833
AVG,Auvergne,Australia,-15.75,129.916667
AVV,Melbourne (AU),Australia,-38.033333,144.466667
AWN,Alton Downs,Australia,-26.483333,139.316667
AWP,Austral Downs,Australia,-20.333333,137.25
AXC,Aramac,Australia,-23.083333,145.25
AYD,Alroy Downs,Australia,-19.3,135.95
AYL,Anthony Lagoon,Australia,-18.016667,135.55
AYQ,Ayers Rock,Australia,-25.333333,131.033333
AYR,Ayr,Australia,-19.57024087,147.3994677
BBE,Big Bell,Australia,-27.416667,117.666667
BCI,Barcaldine,Australia,-23.56617267,145.2833695
BCK,Bolwarra,Australia,-17.4,144.166667
BCZ,Bickerton Island,Australia,-13.783333,137.8
BDB,Bundaberg,Australia,-24.87906411,152.3508968
BDD,Badu Island,Australia,-10.116667,142.133333
BDW,Bedford Downs,Australia,-17.3,127.466667
BEE,Beagle Bay,Australia,-12.983333,141.6
BEO,Belmont,Australia,-33.033333,151.666667
BEU,Bedourie,Australia,-24.34958738,139.4666186
BFC,Bloomfield River,Australia,-15.9,145.333333
BHQ,Broken Hill,Australia,-31.94995034,141.4331136
BHS,Bathurst (AU),Australia,-33.416667,149.65
BHT,Brighton Downs,Australia,-23.5,141.633333
BIP,Bulimba,Australia,-16.15,143.75
BIW,Billiluna,Australia,-19.583333,127.633333
BKP,Barkly Downs,Australia,-21.033333,138.25
BKQ,Blackall,Australia,-24.416667,145.416667
BLN,Benalla,Australia,-36.55,145.983333
BLS,Bollon,Australia,-28.033333,147.366667
BLT,Blackwater,Australia,-23.583333,148.883333
BME,Broome,Australia,-17.96177069,122.2307681
BMP,Brampton Island,Australia,-20.783333,149.233333
BNE,Brisbane,Australia,-27.45503091,153.0350927
BNK,Ballina,Australia,-28.86135333,153.5679801
BOX,Borroloola,Australia,-16.083333,136.3
BQB,Busselton,Australia,-33.65640949,115.3486592
BQL,Boulia,Australia,-22.89959837,139.9000288
BQW,Balgo Hills,Australia,-20.133333,127.8
BRJ,Bright,Australia,-36.733333,146.966667
BRK,Bourke,Australia,-30.1,145.9333333
BRT,Bathurst Island,Australia,-11.766667,130.633333
BSJ,Bairnsdale,Australia,-37.82959145,147.6099975
BTD,Brunette Downs,Australia,-18.633333,135.933333
BTX,Betoota,Australia,-25.633333,140.8
BUC,Burketown,Australia,-17.71609048,139.5666125
BUY,Bunbury,Australia,-33.34428384,115.6502429
BVI,Birdsville,Australia,-25.89962197,139.3666247
BVW,Batavia Downs,Australia,-12.45,143.25
BVZ,Beverley Springs,Australia,-17.983333,125.45
BWB,Barrow Island,Australia,-20.8,115.383333
BWQ,Brewarrina,Australia,-29.966667,146.816667
BWT,Burnie,Australia,-41.06660317,145.9166642
BWU,Sydney Bankstown,Australia,-33.916667,150.983333
BXF,Belburn,Australia,-33.1,145.0
BXG,Bendigo,Australia,-36.75999266,144.2800199
BYP,Barimunya,Australia,-22.67,119.17
BYX,Baniyala,Australia,-13.2,136.233333
BZD,Balranald,Australia,-34.633333,143.55
BZP,Bizant,Australia,-15.216667,144.633333
CAZ,Cobar,Australia,-31.533333,145.8
CBC,Cherrabun,Australia,-18.666667,125.366667
CBI,Cape Barren Island,Australia,-31.983333,132.15
CBR,Canberra,Australia,-35.28302855,149.1290262
CBX,Condobolin,Australia,-33.066667,147.2
CBY,Canobie,Australia,-19.633333,140.916667
CCL,Chinchilla,Australia,-26.783333,150.616667
CCW,Cowell,Australia,-33.68286782,136.9166451
CDA,Cooinda,Australia,-12.9,132.516667
CDQ,Croydon,Australia,-18.3,142.25
CDU,Camden,Australia,-34.040278,150.687222
CED,Ceduna,Australia,-32.09913464,133.6622674
CES,Cessnock,Australia,-32.083333,151.083333
CFH,Clifton Hills,Australia,-26.516667,139.45
CFI,Camfield,Australia,-17.15,131.35
CFP,Carpentaria Downs,Australia,-18.783333,144.35
CFS,Coffs Harbour,Australia,-30.3070532,153.1122973
CGV,Caiguna,Australia,-32.266667,125.466667
CIE,Collie,Australia,-33.35,116.15
CJF,Coondewanna,Australia,-22.97,118.8
CKI,Croker Island,Australia,-11.083333,132.5
CLH,Coolah,Australia,-31.833333,149.7
CMA,Cunnamulla,Australia,-28.033333,145.616667
CMD,Cootamundra,Australia,-34.633333,148.05
CML,Camooweal,Australia,-19.91673134,138.1166752
CMQ,Clermont,Australia,-22.866667,147.5
CNB,Coonamble,Australia,-30.983333,148.383333
CNC,Coconut Island,Australia,-10.05,143.066667
CNJ,Cloncurry,Australia,-20.69999103,140.4999922
CNS,Cairns,Australia,-16.88783986,145.7633309
COB,Coolibah,Australia,-15.666667,130.966667
COJ,Coonabarabran,Australia,-31.333333,149.266667
COY,Coolawanyah,Australia,-21.8,117.766667
CPD,Coober Pedy,Australia,-29.05,134.75
CQP,Cape Flattery,Australia,-18.2,147.5
CRB,Collarenebri,Australia,-29.525833,148.575833
CRH,Cherribah,Australia,-27.65,151.95
CRJ,Coorabie,Australia,-31.9,132.3
CRY,Carlton Hill,Australia,-15.7,128.5
CSD,Cresswell Downs,Australia,-17.966667,135.916667
CTL,Charleville,Australia,-26.40000486,146.2500288
CTN,Cooktown,Australia,-15.45,145.183333
CTR,Cattle Creek,Australia,-17.583333,131.0
CUD,Caloundra,Australia,-26.80003213,153.1333296
CUG,Cudal,Australia,-33.3,148.702778
CUQ,Coen,Australia,-13.783333,143.116667
CUY,Cue,Australia,-27.45,117.916667
CVC,Cleve,Australia,-33.7,136.5
CVQ,Carnarvon,Australia,-24.89983803,113.6501066
CWR,Cowarie,Australia,-27.716667,138.333333
CWT,Cowra,Australia,-33.82962889,148.6800097
CWW,Corowa,Australia,-35.983333,146.35
CXQ,Christmas Creek,Australia,-18.916667,125.916667
CXT,Charters Towers,Australia,-20.08090737,146.2587105
CYG,Corryong,Australia,-36.25,147.9
CZY,Cluny,Australia,-24.5,139.5
DAJ,Dauan Island,Australia,-9.433333,142.516667
DBO,Dubbo,Australia,-32.25995726,148.5973274
DBY,Dalby,Australia,-27.19385822,151.2657434
DCN,Derby,Australia,-17.29999184,123.9666345
DDI,Daydream Is,Australia,-20.166667,148.183333
DDN,Delta Downs,Australia,-16.916667,141.3
DFP,Drumduff,Australia,-16.0,143.033333
DGD,Dalgaranga,Australia,-27.766667,117.033333
DGE,Mudgee,Australia,-32.58960122,149.5801098
DHD,Durham Downs,Australia,-27.066667,141.916667
DKI,Dunk Island,Australia,-17.933333,146.166667
DKV,Docker River,Australia,-24.866667,129.116667
DLK,Dulkaninna,Australia,-29.016667,139.466667
DLV,Delissaville,Australia,-12.416667,130.341667
DMD,Doomadgee Mission,Australia,-18.0,138.833333
DNB,Dunbar,Australia,-16.083333,142.416667
DNG,Doongan,Australia,13.662778,122.3275
DNM,Denham,Australia,-25.916667,113.533333
DNQ,Deniliquin,Australia,-35.5295768,144.9500048
DOX,Dongara,Australia,-29.25,114.933333
DPO,Devonport,Australia,-41.19266757,146.3311017
DRD,Dorunda Station,Australia,-16.516667,142.366667
DRN,Dirranbandi,Australia,-28.5,148.258333
DRR,Durrie,Australia,-25.6,140.25
DRW,Darwin,Australia,-12.416667,130.866667
DVP,Davenport Downs,Australia,-24.166667,141.083333
DVR,Daly River,Australia,-13.75,130.683333
DXD,Dixie,Australia,-15.166667,143.666667
DYA,Dysart,Australia,-22.533333,149.383333
DYM,Diamantina Lakes,Australia,-23.866667,141.25
DYW,Daly Waters,Australia,-16.266667,133.366667
ECH,Echuca,Australia,-36.12959186,144.750017
EDD,Erldunda,Australia,-25.23330605,133.1999727
EDR,Pormpuraaw,Australia,-14.9,141.616667
EIH,Einasleigh,Australia,-18.5,144.1
EKD,Elkedra,Australia,-21.033333,135.25
ELC,Elcho Island,Australia,-12.016667,135.566667
EMD,Emerald,Australia,-23.51222247,148.1673278
ENB,Eneabba West,Australia,-30.083333,114.983333
EPR,Esperance,Australia,-33.857307,121.8888973
ERB,Ernabella,Australia,-26.266667,132.166667
ETD,Etadunna,Australia,-28.716667,138.633333
EUC,Eucla,Australia,-31.716667,128.866667
EVD,Eva Downs,Australia,-18.083333,134.866667
EVH,Evans Head,Australia,-29.1,153.416667
EXM,Exmouth Gulf,Australia,-22.383333,114.116667
FIK,Finke,Australia,-25.583333,134.6
FIZ,Fitzroy Crossing,Australia,-18.166667,125.55
FLC,Falls Creek,Australia,-34.983333,150.6
FLS,Flinders Island,Australia,-40.083333,148.0
FLY,Finley,Australia,-35.65,145.583333
FOS,Forrest,Australia,-30.838056,128.115
FOT,Forster,Australia,32.183333,152.516667
FRB,Forbes,Australia,-33.38960407,148.0199983
FSL,Fossil Downs,Australia,-18.2,125.75
FVL,Flora Valey,Australia,-18.333333,128.0
FVR,Forrest River Airport,Australia,-15.3,128.066667
GAH,Gayndah,Australia,-25.616667,151.616667
GBL,Goulburn Island,Australia,-11.666667,133.416667
GBP,Gamboola,Australia,-16.55,143.666667
GBV,Gibb River,Australia,-16.333333,126.366667
GDD,Gordon Downs,Australia,-18.833333,128.533333
GET,Geraldton,Australia,-28.77,114.61
GEX,Geelong,Australia,-38.16749505,144.3956335
GFE,Grenfell,Australia,-33.9,148.166667
GFF,Griffith,Australia,-34.29001422,146.0400158
GFN,Grafton,Australia,-29.71199909,152.9376827
GGD,Gregory Downs,Australia,-18.7,139.25
GIC,Boigu Island,Australia,-9.266667,142.2
GKL,Great Keppel Island,Australia,-23.183333,150.95
GLG,Glengyle,Australia,-24.766667,139.583333
GLI,Glen Innes,Australia,-29.683333,151.7
GLM,Glenormiston,Australia,-22.283333,138.316667
GLT,Gladstone,Australia,-23.8533386,151.2467264
GLY,Goldsworthy,Australia,-20.083333,119.666667
GOO,Goondiwindi,Australia,-28.55480874,150.325284
GOS,Gosford,Australia,-33.433333,151.35
GOV,Nhulunbuy,Australia,-12.166667,136.675
GPN,Garden Point,Australia,-11.4,130.433333
GSC,Gascoyne Junction,Australia,-25.05,115.2
GSN,Mount Gunson,Australia,-31.866667,138.2
GTE,Groote Eylandt,Australia,-14.0,136.5
GTS,The Granites,Australia,-26.966667,133.616667
GUH,Gunnedah,Australia,-30.9870117,150.2622904
GUL,Goulburn,Australia,-34.74957273,149.7101794
GVP,Greenvale,Australia,-15.783333,144.616667
GYL,Argyle,Australia,-16.640833,128.45
GYP,Gympie,Australia,-26.18859658,152.6709289
HAT,Heathlands,Australia,-19.720833,140.583333
HBA,Hobart,Australia,-42.9,147.3
HCQ,Halls Creek,Australia,-18.26670286,127.7667126
HGD,Hughenden,Australia,-20.85000771,144.2000248
HID,Horn Island,Australia,-10.536667,142.29
HIG,Highbury,Australia,-16.433333,143.15
HIH,Hook Island,Australia,-20.166667,148.95
HIP,Headingly,Australia,-21.316667,138.3
HIS,Hayman Island,Australia,-20.066667,148.866667
HLL,Hillside,Australia,-17.0,128.008333
HLS,St Helens,Australia,-41.0,148.175
HLV,Helenvale,Australia,-15.683333,145.2
HMG,Hermannsburg,Australia,-23.966667,132.666667
HNK,Hinchinbrook Island,Australia,-18.383333,146.283333
HOK,Hooker Creek,Australia,-18.366667,130.666667
HPE,Hope Vale,Australia,-14.666667,144.916667
HRY,Henbury,Australia,-24.666667,133.083333
HSM,Horsham,Australia,-36.70960814,142.1900183
HTI,Hamilton Island,Australia,-20.358056,148.951667
HTU,Hopetoun,Australia,-35.716667,142.35
HUB,Humbert River,Australia,-16.483333,130.633333
HVB,Hervey Bay,Australia,-25.28870319,152.8409444
HWK,Wilpena Pound,Australia,-31.883333,138.4
HXX,Hay,Australia,-34.516667,144.833333
IDK,Indulkana,Australia,-26.966667,133.325
IFF,Iffley,Australia,-18.916667,141.25
IFL,Innisfail,Australia,-17.53134723,146.0386722
IGH,Ingham,Australia,-18.64957355,146.1666231
IKP,Inkerman,Australia,-16.25,141.5
INJ,Injune,Australia,-25.85,148.55
INM,Innamincka,Australia,-27.833333,140.833333
IRG,Lockhart River,Australia,-12.783333,143.3
ISA,Mount Isa,Australia,-20.72386554,139.490028
ISI,Isisford,Australia,-24.2,144.416667
IVR,Inverell,Australia,-29.7667761,151.1125744
IVW,Inverway,Australia,-17.766667,129.233333
JAB,Jabiru,Australia,-10.216667,132.566667
JAD,Jandakot,Australia,-32.0975,115.881111
JCK,Julia Creek,Australia,-20.583333,141.7
JHQ,Shute Harbour H/P,Australia,-20.283333,148.75
JUN,Jundah,Australia,-24.8,143.033333
JUR,Jurien Bay,Australia,-30.269722,115.05
KAH,City Heliport,Australia,-37.716667,145.0
KAX,Kalbarri,Australia,-27.66618081,114.1666642
KBB,Kirkimbie,Australia,-17.766667,129.216667
KBD,Kimberley Downs,Australia,-17.4,124.366667
KBJ,Kings Canyon,Australia,-24.261389,131.490833
KBY,Streaky Bay,Australia,-32.81187176,134.2149296
KCE,Collinsville,Australia,-20.55,147.866667
KCS,Kings Creek Station,Australia,24.383333,131.683333
KDB,Kambalda,Australia,-31.2,121.666667
KDS,Kamaran Downs,Australia,-24.333333,139.166667
KFG,Kalkurung,Australia,-17.433333,130.816667
KGC,Kingscote,Australia,-35.713889,137.521389
KGI,Kalgoorlie-Boulder,Australia,-30.789444,121.461667
KGR,Kulgera,Australia,-25.833333,133.5
KGY,Kingaroy,Australia,-26.53896279,151.840592
KKP,Koolburra,Australia,-15.583333,143.95
KML,Kamileroi,Australia,-19.5,140.083333
KNI,Katanning,Australia,-33.69955931,117.5500752
KNS,King Island,Australia,-39.883056,143.883056
KNX,Kununurra,Australia,-15.76659707,128.7333203
KOH,Koolatah,Australia,-15.966667,142.416667
KPP,Kalpowar,Australia,-14.883333,144.216667
KPS,Kempsey,Australia,-31.08736733,152.8220308
KQB,Koonibba,Australia,-31.966667,133.45
KRA,Kerang,Australia,-35.75,143.933333
KRB,Karumba,Australia,-17.48333982,140.8334086
KRD,Kurundi,Australia,-20.5,134.633333
KTA,Karratha,Australia,-20.73037677,116.8700134
KTR,Tindal,Australia,-14.516667,132.366667
KUG,Kubin Island,Australia,-10.25,142.216667
KWM,Kowanyama,Australia,-15.487778,141.76
KYB,Yangoonabie,Australia,-31.466667,130.066667
KYF,Yeelirrie,Australia,-27.277778,120.075
KYI,Yalata Mission,Australia,-31.483333,131.866667
LBH,Palm Beach SPB,Australia,33.966667,151.25
LCN,Balcanoona,Australia,-30.533333,139.316667
LDC,Lindeman Island,Australia,-20.45,149.05
LDH,Lord Howe Island,Australia,-31.516667,159.05
LDW,Lansdowne,Australia,-17.583333,126.833333
LEA,Learmonth,Australia,-22.233333,114.1
LEL,Lake Evella,Australia,-12.216667,136.25
LER,Leinster,Australia,-27.833333,120.616667
LFP,Lakefield,Australia,-14.916667,144.333333
LGE,Lake Gregory,Australia,-28.916667,139.0
LGH,Leigh Creek,Australia,-30.466667,138.416667
LHG,Lightning Ridge,Australia,-29.4,147.966667
LIB,Limbunya,Australia,-17.333333,129.833333
LKD,Lakeland Downs,Australia,-16.166667,145.5
LLG,Chillagoe,Australia,-17.133333,144.533333
LLL,Lissadell,Australia,-16.5,128.666667
